Team,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,Overall Points
Annex eSports,27,8,2,15,30,1,83
ENTER FORCE.36,4,1,28,4,11,12,60
DOOM,4,18,10,17,7,1,57
Ronin,5,7,9,6,6,17,50
TEMPR,4,24,7,2,4,4,45
Remarkable Team,16,10,1,1,5,12,45
CIMJ,14,2,6,6,5,11,44
GUPPED UP,3,5,12,6,2,15,43
Gamblers,3,13,1,1,20,2,40
geeked vs locked,10,1,6,9,6,7,39
PenguPower,4,5,8,15,1,1,34
Nemesis,1,3,8,1,1,10,24
WLG,1,9,1,8,3,2,24
Ninjas in Pyjamas,7,3,1,2,1,1,15
RYH,1,1,4,4,3,0,13
ambitionone (A1),0,1,1,0,2,5,9
