Team,Rank,Game,Placement,Kills,Points
Team Orchid,1,1,1,12,24
Team Orchid,1,2,7,1,4
Team Orchid,1,3,2,10,19
Team Orchid,1,4,2,6,15
Team Orchid,1,5,1,12,24
Team Orchid,1,6,4,3,8
100 Thieves,2,1,3,9,16
100 Thieves,2,2,2,8,17
100 Thieves,2,3,14,0,1
100 Thieves,2,4,1,7,19
100 Thieves,2,5,12,0,1
100 Thieves,2,6,7,6,9
Green Stego,3,1,4,4,9
Green Stego,3,2,1,6,18
Green Stego,3,3,6,4,7
Green Stego,3,4,9,5,7
Green Stego,3,5,9,6,8
Green Stego,3,6,13,5,6
KINOTROPE gaming,4,1,2,3,12
KINOTROPE gaming,4,2,13,1,2
KINOTROPE gaming,4,3,9,1,3
KINOTROPE gaming,4,4,6,4,7
KINOTROPE gaming,4,5,3,4,11
KINOTROPE gaming,4,6,2,7,16
CAT,5,1,5,3,7
CAT,5,2,10,9,11
CAT,5,3,1,14,26
CAT,5,4,12,0,1
CAT,5,5,10,2,4
CAT,5,6,17,1,1
FUSION,6,1,18,0,0
FUSION,6,2,8,1,3
FUSION,6,3,5,3,7
FUSION,6,4,8,2,4
FUSION,6,5,4,2,7
FUSION,6,6,1,5,17
BABO,7,1,13,3,4
BABO,7,2,18,0,0
BABO,7,3,12,6,7
BABO,7,4,17,3,3
BABO,7,5,17,0,0
BABO,7,6,3,14,21
Alqadsiah,8,1,7,4,7
Alqadsiah,8,2,17,1,1
Alqadsiah,8,3,10,3,5
Alqadsiah,8,4,10,6,8
Alqadsiah,8,5,6,8,11
Alqadsiah,8,6,15,2,3
Meteor,9,1,8,3,5
Meteor,9,2,6,6,9
Meteor,9,3,4,1,6
Meteor,9,4,3,1,8
Meteor,9,5,8,2,4
Meteor,9,6,11,1,2
Arneb,10,1,10,1,3
Arneb,10,2,9,0,2
Arneb,10,3,3,4,11
Arneb,10,4,7,1,4
Arneb,10,5,5,0,4
Arneb,10,6,6,3,6
PenguPower,11,1,16,3,3
PenguPower,11,2,4,8,13
PenguPower,11,3,15,0,1
PenguPower,11,4,13,4,5
PenguPower,11,5,14,0,1
PenguPower,11,6,9,2,4
Ninjas in Pyjamas,12,1,15,0,1
Ninjas in Pyjamas,12,2,15,0,1
Ninjas in Pyjamas,12,3,17,0,0
Ninjas in Pyjamas,12,4,4,5,10
Ninjas in Pyjamas,12,5,2,3,12
Ninjas in Pyjamas,12,6,8,0,2
DOOM,13,1,6,1,4
DOOM,13,2,5,3,7
DOOM,13,3,8,0,2
DOOM,13,4,11,3,4
DOOM,13,5,7,3,6
DOOM,13,6,10,0,2
TEMPR,14,1,17,2,2
TEMPR,14,2,3,3,10
TEMPR,14,3,13,0,1
TEMPR,14,4,16,1,1
TEMPR,14,5,18,1,1
TEMPR,14,6,5,5,9
Ronin,15,1,9,6,8
Ronin,15,2,12,3,4
Ronin,15,3,18,0,0
Ronin,15,4,15,0,1
Ronin,15,5,11,5,6
Ronin,15,6,14,0,1
geeked vs locked,16,1,11,1,2
geeked vs locked,16,2,16,1,1
geeked vs locked,16,3,16,3,3
geeked vs locked,16,4,5,2,6
geeked vs locked,16,5,13,0,1
geeked vs locked,16,6,12,2,3
Remarkable Team,17,1,12,0,1
Remarkable Team,17,2,11,3,4
Remarkable Team,17,3,7,1,4
Remarkable Team,17,4,14,0,1
Remarkable Team,17,5,15,3,4
Remarkable Team,17,6,16,0,0
ambitionone (A1),18,1,14,0,1
ambitionone (A1),18,2,14,0,1
ambitionone (A1),18,3,11,2,3
ambitionone (A1),18,4,18,0,0
ambitionone (A1),18,5,16,0,0
ambitionone (A1),18,6,18,0,0
