Team,Rank,Game,Placement,Kills,Points
XNY,1,1,9,6,8
XNY,1,2,7,6,9
XNY,1,3,11,4,5
XNY,1,4,3,6,13
XNY,1,5,6,12,15
XNY,1,6,1,12,24
HEROEZ,2,1,17,3,3
HEROEZ,2,2,1,17,29
HEROEZ,2,3,3,8,15
HEROEZ,2,4,10,4,6
HEROEZ,2,5,13,2,3
HEROEZ,2,6,12,4,5
Corinthians E.,3,1,8,3,5
Corinthians E.,3,2,19,1,1
Corinthians E.,3,3,1,9,21
Corinthians E.,3,4,11,7,8
Corinthians E.,3,5,3,8,15
Corinthians E.,3,6,9,3,5
SBI e-Sports,4,1,14,2,3
SBI e-Sports,4,2,4,10,15
SBI e-Sports,4,3,2,5,14
SBI e-Sports,4,4,19,0,0
SBI e-Sports,4,5,1,10,22
SBI e-Sports,4,6,16,0,0
BPR,5,1,3,13,20
BPR,5,2,10,4,6
BPR,5,3,16,1,1
BPR,5,4,13,5,6
BPR,5,5,7,5,8
BPR,5,6,6,3,6
ATLAS,6,1,4,0,5
ATLAS,6,2,15,0,1
ATLAS,6,3,20,1,1
ATLAS,6,4,5,4,8
ATLAS,6,5,2,3,12
ATLAS,6,6,3,12,19
Zone Spammers,7,1,5,7,11
Zone Spammers,7,2,3,2,9
Zone Spammers,7,3,12,2,3
Zone Spammers,7,4,7,6,9
Zone Spammers,7,5,4,4,9
Zone Spammers,7,6,11,3,4
F.W.G,8,1,1,12,24
F.W.G,8,2,2,5,14
F.W.G,8,3,15,2,3
F.W.G,8,4,18,0,0
F.W.G,8,5,14,1,2
F.W.G,8,6,19,1,1
FLAT,9,1,16,6,6
FLAT,9,2,14,2,3
FLAT,9,3,7,9,12
FLAT,9,4,6,6,9
FLAT,9,5,11,0,1
FLAT,9,6,4,4,9
HAO,10,1,13,0,1
HAO,10,2,5,1,5
HAO,10,3,5,3,7
HAO,10,4,15,3,4
HAO,10,5,16,4,4
HAO,10,6,2,8,17
Legion Gaming,11,1,2,5,14
Legion Gaming,11,2,6,7,10
Legion Gaming,11,3,8,5,7
Legion Gaming,11,4,12,1,2
Legion Gaming,11,5,15,3,4
Legion Gaming,11,6,15,0,1
Forbidden,12,1,15,1,2
Forbidden,12,2,12,0,1
Forbidden,12,3,9,6,8
Forbidden,12,4,1,7,19
Forbidden,12,5,20,0,0
Forbidden,12,6,7,1,4
RTS,13,1,11,3,4
RTS,13,2,8,5,7
RTS,13,3,19,0,0
RTS,13,4,4,9,14
RTS,13,5,8,0,2
RTS,13,6,5,1,5
MOVISTAR KOI,14,1,10,2,4
MOVISTAR KOI,14,2,20,0,0
MOVISTAR KOI,14,3,4,4,9
MOVISTAR KOI,14,4,20,0,0
MOVISTAR KOI,14,5,5,4,8
MOVISTAR KOI,14,6,14,9,10
Rukus,15,1,7,4,7
Rukus,15,2,13,1,2
Rukus,15,3,10,4,6
Rukus,15,4,14,0,1
Rukus,15,5,10,1,3
Rukus,15,6,8,0,2
Source Gaming,16,1,19,1,1
Source Gaming,16,2,16,0,0
Source Gaming,16,3,14,1,2
Source Gaming,16,4,2,4,13
Source Gaming,16,5,12,3,4
Source Gaming,16,6,20,0,0
MetaTensei,17,1,18,0,0
MetaTensei,17,2,11,0,1
MetaTensei,17,3,13,0,1
MetaTensei,17,4,9,0,2
MetaTensei,17,5,9,0,2
MetaTensei,17,6,10,4,6
SGB,18,1,6,0,3
SGB,18,2,18,0,0
SGB,18,3,6,0,3
SGB,18,4,16,0,0
SGB,18,5,18,4,4
SGB,18,6,18,1,1
Kakkoii,19,1,12,0,1
Kakkoii,19,2,9,4,6
Kakkoii,19,3,17,0,0
Kakkoii,19,4,17,0,0
Kakkoii,19,5,19,2,2
Kakkoii,19,6,13,0,1
DXAEsports,20,1,20,0,0
DXAEsports,20,2,17,0,0
DXAEsports,20,3,18,0,0
DXAEsports,20,4,8,0,2
DXAEsports,20,5,17,0,0
DXAEsports,20,6,17,1,1
