Team,Rank,Game,Placement,Kills,Points
100 Thieves,1,1,2,8,17
100 Thieves,1,2,4,4,9
100 Thieves,1,3,1,8,20
100 Thieves,1,4,1,20,32
100 Thieves,1,5,1,10,22
100 Thieves,1,6,10,7,9
Alqadsiah,2,1,1,14,26
Alqadsiah,2,2,3,4,11
Alqadsiah,2,3,8,3,5
Alqadsiah,2,4,6,5,8
Alqadsiah,2,5,6,7,10
Alqadsiah,2,6,3,7,14
Green Stego,3,1,5,8,12
Green Stego,3,2,14,3,4
Green Stego,3,3,14,4,5
Green Stego,3,4,3,1,8
Green Stego,3,5,2,6,15
Green Stego,3,6,4,6,11
ShopifyRebellion,4,1,8,3,5
ShopifyRebellion,4,2,17,3,3
ShopifyRebellion,4,3,4,6,11
ShopifyRebellion,4,4,5,0,4
ShopifyRebellion,4,5,7,3,6
ShopifyRebellion,4,6,2,5,14
BABO,5,1,4,0,5
BABO,5,2,1,6,18
BABO,5,3,20,0,0
BABO,5,4,13,3,4
BABO,5,5,9,6,8
BABO,5,6,5,2,6
EXO Clan,6,1,7,2,5
EXO Clan,6,2,2,16,25
EXO Clan,6,3,17,0,0
EXO Clan,6,4,14,0,1
EXO Clan,6,5,19,0,0
EXO Clan,6,6,6,4,7
Meteor,7,1,3,4,11
Meteor,7,2,20,0,0
Meteor,7,3,2,5,14
Meteor,7,4,8,0,2
Meteor,7,5,10,2,4
Meteor,7,6,11,0,1
1OK,8,1,16,0,0
1OK,8,2,13,0,1
1OK,8,3,9,1,3
1OK,8,4,7,2,5
1OK,8,5,17,1,1
1OK,8,6,1,8,20
ARU ARMY,9,1,10,1,3
ARU ARMY,9,2,5,7,11
ARU ARMY,9,3,5,2,6
ARU ARMY,9,4,9,2,4
ARU ARMY,9,5,12,1,2
ARU ARMY,9,6,17,4,4
MPIRE,10,1,11,6,7
MPIRE,10,2,16,0,0
MPIRE,10,3,16,0,0
MPIRE,10,4,4,2,7
MPIRE,10,5,4,6,11
MPIRE,10,6,14,3,4
FaZe,11,1,9,6,8
FaZe,11,2,8,0,2
FaZe,11,3,7,5,8
FaZe,11,4,11,0,1
FaZe,11,5,5,5,9
FaZe,11,6,20,0,0
LG,12,1,19,0,0
LG,12,2,15,0,1
LG,12,3,15,4,5
LG,12,4,2,5,14
LG,12,5,11,4,5
LG,12,6,13,0,1
KINOTROPE gaming,13,1,13,0,1
KINOTROPE gaming,13,2,6,2,5
KINOTROPE gaming,13,3,19,1,1
KINOTROPE gaming,13,4,10,5,7
KINOTROPE gaming,13,5,3,4,11
KINOTROPE gaming,13,6,19,0,0
Lonely Let Gone,14,1,18,0,0
Lonely Let Gone,14,2,18,0,0
Lonely Let Gone,14,3,3,6,13
Lonely Let Gone,14,4,17,3,3
Lonely Let Gone,14,5,15,2,3
Lonely Let Gone,14,6,8,2,4
CAT,15,1,6,6,9
CAT,15,2,12,2,3
CAT,15,3,13,3,4
CAT,15,4,19,2,2
CAT,15,5,13,3,4
CAT,15,6,15,0,1
Team Inferno,16,1,15,2,3
Team Inferno,16,2,10,3,5
Team Inferno,16,3,10,5,7
Team Inferno,16,4,20,0,0
Team Inferno,16,5,8,5,7
Team Inferno,16,6,16,0,0
NOEZ FOXX,17,1,20,0,0
NOEZ FOXX,17,2,9,4,6
NOEZ FOXX,17,3,11,3,4
NOEZ FOXX,17,4,18,0,0
NOEZ FOXX,17,5,16,0,0
NOEZ FOXX,17,6,9,8,10
VVV,18,1,17,0,0
VVV,18,2,11,2,3
VVV,18,3,6,5,8
VVV,18,4,15,4,5
VVV,18,5,20,0,0
VVV,18,6,12,3,4
Virtus.pro,19,1,12,0,1
Virtus.pro,19,2,7,3,6
Virtus.pro,19,3,18,0,0
Virtus.pro,19,4,16,1,1
Virtus.pro,19,5,14,3,4
Virtus.pro,19,6,7,1,4
Unleash,20,1,14,1,2
Unleash,20,2,19,0,0
Unleash,20,3,12,1,2
Unleash,20,4,12,0,1
Unleash,20,5,18,1,1
Unleash,20,6,18,2,2
