Team,Rank,Game,Placement,Kills,Points
Alliance,1,1,13,5,6
Alliance,1,2,12,11,12
Alliance,1,3,4,15,20
Alliance,1,4,10,5,7
Alliance,1,5,7,10,13
Alliance,1,6,14,5,6
TAKE FLYTE,2,1,18,3,3
TAKE FLYTE,2,2,17,0,0
TAKE FLYTE,2,3,11,1,2
TAKE FLYTE,2,4,3,11,18
TAKE FLYTE,2,5,1,3,15
TAKE FLYTE,2,6,3,7,14
9Lies Esports,3,1,5,10,14
9Lies Esports,3,2,9,2,4
9Lies Esports,3,3,8,3,5
9Lies Esports,3,4,1,10,22
9Lies Esports,3,5,18,0,0
9Lies Esports,3,6,12,1,2
GHS BoooM,4,1,1,16,28
GHS BoooM,4,2,16,1,1
GHS BoooM,4,3,7,6,9
GHS BoooM,4,4,9,5,7
GHS BoooM,4,5,14,0,1
GHS BoooM,4,6,18,0,0
Rival Esports,5,1,2,5,14
Rival Esports,5,2,5,9,13
Rival Esports,5,3,10,1,3
Rival Esports,5,4,17,0,0
Rival Esports,5,5,8,4,6
Rival Esports,5,6,5,6,10
Aurora,6,1,4,3,8
Aurora,6,2,6,7,10
Aurora,6,3,5,5,9
Aurora,6,4,7,3,6
Aurora,6,5,5,4,8
Aurora,6,6,8,3,5
Complexity,7,1,8,4,6
Complexity,7,2,1,9,21
Complexity,7,3,6,0,3
Complexity,7,4,18,0,0
Complexity,7,5,4,4,9
Complexity,7,6,6,2,5
ICIGEKI,8,1,15,1,2
ICIGEKI,8,2,8,0,2
ICIGEKI,8,3,3,9,16
ICIGEKI,8,4,2,6,15
ICIGEKI,8,5,15,1,2
ICIGEKI,8,6,7,2,5
Bearclaw Gaming,9,1,9,1,3
Bearclaw Gaming,9,2,10,2,4
Bearclaw Gaming,9,3,12,0,1
Bearclaw Gaming,9,4,4,1,6
Bearclaw Gaming,9,5,2,10,19
Bearclaw Gaming,9,6,4,3,8
DeepCrossGaming,10,1,11,0,1
DeepCrossGaming,10,2,11,0,1
DeepCrossGaming,10,3,18,0,0
DeepCrossGaming,10,4,8,6,8
DeepCrossGaming,10,5,6,3,6
DeepCrossGaming,10,6,1,10,22
talented,11,1,17,0,0
talented,11,2,2,5,14
talented,11,3,2,3,12
talented,11,4,5,0,4
talented,11,5,19,0,0
talented,11,6,9,1,3
Corinthians E.,12,1,3,2,9
Corinthians E.,12,2,14,2,3
Corinthians E.,12,3,9,2,4
Corinthians E.,12,4,14,0,1
Corinthians E.,12,5,16,7,7
Corinthians E.,12,6,10,4,6
BPR,13,1,19,1,1
BPR,13,2,13,2,3
BPR,13,3,1,9,21
BPR,13,4,16,0,0
BPR,13,5,13,1,2
BPR,13,6,19,0,0
MOVISTAR KOI,14,1,6,1,4
MOVISTAR KOI,14,2,7,4,7
MOVISTAR KOI,14,3,14,1,2
MOVISTAR KOI,14,4,13,0,1
MOVISTAR KOI,14,5,11,0,1
MOVISTAR KOI,14,6,13,6,7
LICS ONIRIA,15,1,7,6,9
LICS ONIRIA,15,2,19,0,0
LICS ONIRIA,15,3,16,0,0
LICS ONIRIA,15,4,12,2,3
LICS ONIRIA,15,5,10,6,8
LICS ONIRIA,15,6,15,0,1
MetaTensei,16,1,16,0,0
MetaTensei,16,2,15,0,1
MetaTensei,16,3,15,1,2
MetaTensei,16,4,11,0,1
MetaTensei,16,5,3,0,7
MetaTensei,16,6,2,0,9
FC logic,17,1,10,1,3
FC logic,17,2,3,1,8
FC logic,17,3,17,0,0
FC logic,17,4,6,4,7
FC logic,17,5,17,0,0
FC logic,17,6,16,2,2
TEQWING,18,1,12,0,1
TEQWING,18,2,4,4,9
TEQWING,18,3,13,0,1
TEQWING,18,4,19,0,0
TEQWING,18,5,12,1,2
TEQWING,18,6,11,4,5
Rukus,19,1,14,0,1
Rukus,19,2,18,0,0
Rukus,19,3,19,0,0
Rukus,19,4,15,1,2
Rukus,19,5,9,1,3
Rukus,19,6,17,3,3
