Team,Rank,Game,Placement,Kills,Points
LG,1,1,9,0,2
LG,1,2,1,22,34
LG,1,3,1,14,26
LG,1,4,1,14,26
LG,1,5,18,0,0
LG,1,6,3,2,9
Virtus.pro,2,1,3,3,10
Virtus.pro,2,2,16,0,0
Virtus.pro,2,3,8,11,13
Virtus.pro,2,4,7,7,10
Virtus.pro,2,5,4,1,6
Virtus.pro,2,6,2,18,27
NOEZ FOXX,3,1,2,8,17
NOEZ FOXX,3,2,10,6,8
NOEZ FOXX,3,3,11,0,1
NOEZ FOXX,3,4,2,7,16
NOEZ FOXX,3,5,11,2,3
NOEZ FOXX,3,6,6,10,13
Legion Gaming,4,1,6,3,6
Legion Gaming,4,2,5,8,12
Legion Gaming,4,3,4,8,13
Legion Gaming,4,4,16,1,1
Legion Gaming,4,5,3,8,15
Legion Gaming,4,6,17,0,0
Unleash,5,1,5,3,7
Unleash,5,2,6,0,3
Unleash,5,3,6,0,3
Unleash,5,4,8,5,7
Unleash,5,5,9,2,4
Unleash,5,6,1,9,21
SGB,6,1,1,5,17
SGB,6,2,8,1,3
SGB,6,3,3,3,10
SGB,6,4,13,0,1
SGB,6,5,2,3,12
SGB,6,6,13,0,1
DXAEsports,7,1,4,2,7
DXAEsports,7,2,4,1,6
DXAEsports,7,3,12,3,4
DXAEsports,7,4,10,0,2
DXAEsports,7,5,1,4,16
DXAEsports,7,6,4,1,6
F.W.G,8,1,11,8,9
F.W.G,8,2,3,1,8
F.W.G,8,3,13,0,1
F.W.G,8,4,3,4,11
F.W.G,8,5,6,7,10
F.W.G,8,6,14,0,1
EXO Clan,9,1,18,0,0
EXO Clan,9,2,2,8,17
EXO Clan,9,3,10,3,5
EXO Clan,9,4,11,0,1
EXO Clan,9,5,14,9,10
EXO Clan,9,6,11,0,1
RTS,10,1,7,2,5
RTS,10,2,7,2,5
RTS,10,3,9,0,2
RTS,10,4,4,5,10
RTS,10,5,10,1,3
RTS,10,6,5,2,6
O2esports,11,1,14,0,1
O2esports,11,2,13,3,4
O2esports,11,3,7,3,6
O2esports,11,4,5,5,9
O2esports,11,5,8,3,5
O2esports,11,6,8,3,5
SOTEN,12,1,12,5,6
SOTEN,12,2,18,0,0
SOTEN,12,3,5,4,8
SOTEN,12,4,14,5,6
SOTEN,12,5,7,4,7
SOTEN,12,6,10,1,3
Team Nemesis,13,1,8,1,3
Team Nemesis,13,2,11,0,1
Team Nemesis,13,3,2,4,13
Team Nemesis,13,4,15,0,1
Team Nemesis,13,5,15,0,1
Team Nemesis,13,6,12,2,3
No Surrender,14,1,16,1,1
No Surrender,14,2,9,2,4
No Surrender,14,3,17,0,0
No Surrender,14,4,9,0,2
No Surrender,14,5,12,0,1
No Surrender,14,6,9,3,5
Most Hated,15,1,13,0,1
Most Hated,15,2,17,0,0
Most Hated,15,3,18,0,0
Most Hated,15,4,12,5,6
Most Hated,15,5,17,0,0
Most Hated,15,6,7,2,5
Oxygen None arEa,16,1,10,2,4
Oxygen None arEa,16,2,15,0,1
Oxygen None arEa,16,3,14,1,2
Oxygen None arEa,16,4,6,0,3
Oxygen None arEa,16,5,13,1,2
Oxygen None arEa,16,6,18,0,0
Virtue,17,1,17,3,3
Virtue,17,2,14,0,1
Virtue,17,3,16,0,0
Virtue,17,4,18,0,0
Virtue,17,5,5,2,6
Virtue,17,6,15,0,1
RIDDLE ORDER,18,1,15,0,1
RIDDLE ORDER,18,2,12,0,1
RIDDLE ORDER,18,3,15,0,1
RIDDLE ORDER,18,4,17,0,0
RIDDLE ORDER,18,5,16,0,0
RIDDLE ORDER,18,6,16,0,0
