Team,Rank,Game,Placement,Kills,Points
Annex eSports,1,1,1,15,27
Annex eSports,1,2,5,4,8
Annex eSports,1,3,9,0,2
Annex eSports,1,4,3,8,15
Annex eSports,1,5,1,18,30
Annex eSports,1,6,15,0,1
ENTER FORCE.36,2,1,11,3,4
ENTER FORCE.36,2,2,13,0,1
ENTER FORCE.36,2,3,1,16,28
ENTER FORCE.36,2,4,14,3,4
ENTER FORCE.36,2,5,3,4,11
ENTER FORCE.36,2,6,6,9,12
DOOM,3,1,6,1,4
DOOM,3,2,2,9,18
DOOM,3,3,2,1,10
DOOM,3,4,1,5,17
DOOM,3,5,4,2,7
DOOM,3,6,11,0,1
Ronin,4,1,13,4,5
Ronin,4,2,11,6,7
Ronin,4,3,11,8,9
Ronin,4,4,8,4,6
Ronin,4,5,10,4,6
Ronin,4,6,1,5,17
TEMPR,5,1,10,2,4
TEMPR,5,2,1,12,24
TEMPR,5,3,5,3,7
TEMPR,5,4,10,0,2
TEMPR,5,5,8,2,4
TEMPR,5,6,7,1,4
Remarkable Team,6,1,2,7,16
Remarkable Team,6,2,7,7,10
Remarkable Team,6,3,12,0,1
Remarkable Team,6,4,11,0,1
Remarkable Team,6,5,5,1,5
Remarkable Team,6,6,3,5,12
CIMJ,7,1,3,7,14
CIMJ,7,2,9,0,2
CIMJ,7,3,6,3,6
CIMJ,7,4,7,3,6
CIMJ,7,5,6,2,5
CIMJ,7,6,4,6,11
GUPPED UP,8,1,8,1,3
GUPPED UP,8,2,6,2,5
GUPPED UP,8,3,4,7,12
GUPPED UP,8,4,6,3,6
GUPPED UP,8,5,14,1,2
GUPPED UP,8,6,2,6,15
Gamblers,9,1,9,1,3
Gamblers,9,2,3,6,13
Gamblers,9,3,13,0,1
Gamblers,9,4,12,0,1
Gamblers,9,5,2,11,20
Gamblers,9,6,13,1,2
geeked vs locked,10,1,4,5,10
geeked vs locked,10,2,15,0,1
geeked vs locked,10,3,8,4,6
geeked vs locked,10,4,9,7,9
geeked vs locked,10,5,9,4,6
geeked vs locked,10,6,5,3,7
PenguPower,11,1,7,1,4
PenguPower,11,2,10,3,5
PenguPower,11,3,10,6,8
PenguPower,11,4,2,6,15
PenguPower,11,5,12,0,1
PenguPower,11,6,12,0,1
Nemesis,12,1,14,0,1
Nemesis,12,2,14,2,3
Nemesis,12,3,3,1,8
Nemesis,12,4,15,0,1
Nemesis,12,5,15,0,1
Nemesis,12,6,9,8,10
WLG,13,1,15,0,1
WLG,13,2,4,4,9
WLG,13,3,14,0,1
WLG,13,4,4,3,8
WLG,13,5,7,0,3
WLG,13,6,8,0,2
Ninjas in Pyjamas,14,1,5,3,7
Ninjas in Pyjamas,14,2,8,1,3
Ninjas in Pyjamas,14,3,15,0,1
Ninjas in Pyjamas,14,4,13,1,2
Ninjas in Pyjamas,14,5,11,0,1
Ninjas in Pyjamas,14,6,14,0,1
RYH,15,1,12,0,1
RYH,15,2,12,0,1
RYH,15,3,7,1,4
RYH,15,4,5,0,4
RYH,15,5,13,2,3
RYH,15,6,16,0,0
ambitionone (A1),16,1,16,0,0
ambitionone (A1),16,2,16,1,1
ambitionone (A1),16,3,16,1,1
ambitionone (A1),16,4,16,0,0
ambitionone (A1),16,5,16,2,2
ambitionone (A1),16,6,10,3,5
