Team,Rank,Game,Placement,Kills,Points
ShopifyRebellion,1,1,1,17,29
ShopifyRebellion,1,2,6,5,8
ShopifyRebellion,1,3,1,10,22
ShopifyRebellion,1,4,12,2,3
ShopifyRebellion,1,5,11,4,5
ShopifyRebellion,1,6,8,2,4
Team Inferno,2,1,9,3,5
Team Inferno,2,2,1,12,24
Team Inferno,2,3,16,0,0
Team Inferno,2,4,8,0,2
Team Inferno,2,5,17,0,0
Team Inferno,2,6,1,20,32
FaZe,3,1,17,1,1
FaZe,3,2,2,6,15
FaZe,3,3,2,8,17
FaZe,3,4,6,10,13
FaZe,3,5,14,3,4
FaZe,3,6,4,5,10
ARU ARMY,4,1,3,4,11
ARU ARMY,4,2,3,6,13
ARU ARMY,4,3,7,4,7
ARU ARMY,4,4,13,0,1
ARU ARMY,4,5,4,6,11
ARU ARMY,4,6,2,6,15
HEROEZ,5,1,6,5,8
HEROEZ,5,2,7,6,9
HEROEZ,5,3,3,5,12
HEROEZ,5,4,15,2,3
HEROEZ,5,5,2,7,16
HEROEZ,5,6,13,2,3
MPIRE,6,1,14,1,2
MPIRE,6,2,14,1,2
MPIRE,6,3,11,0,1
MPIRE,6,4,2,7,16
MPIRE,6,5,3,11,18
MPIRE,6,6,3,4,11
XNY,7,1,7,4,7
XNY,7,2,16,0,0
XNY,7,3,8,10,12
XNY,7,4,9,0,2
XNY,7,5,1,11,23
XNY,7,6,18,0,0
FLAT,8,1,15,0,1
FLAT,8,2,4,7,12
FLAT,8,3,4,5,10
FLAT,8,4,7,6,9
FLAT,8,5,7,6,9
FLAT,8,6,16,0,0
SBI e-Sports,9,1,10,0,2
SBI e-Sports,9,2,15,0,1
SBI e-Sports,9,3,9,0,2
SBI e-Sports,9,4,1,14,26
SBI e-Sports,9,5,12,3,4
SBI e-Sports,9,6,14,3,4
Zone Spammers,10,1,11,0,1
Zone Spammers,10,2,8,0,2
Zone Spammers,10,3,6,5,8
Zone Spammers,10,4,4,1,6
Zone Spammers,10,5,8,0,2
Zone Spammers,10,6,6,5,8
Pioneers,11,1,5,0,4
Pioneers,11,2,5,0,4
Pioneers,11,3,13,2,3
Pioneers,11,4,14,2,3
Pioneers,11,5,5,0,4
Pioneers,11,6,5,1,5
Soleil Gaming,12,1,2,5,14
Soleil Gaming,12,2,18,0,0
Soleil Gaming,12,3,12,1,2
Soleil Gaming,12,4,11,0,1
Soleil Gaming,12,5,16,0,0
Soleil Gaming,12,6,7,0,3
Danish,13,1,18,0,0
Danish,13,2,10,0,2
Danish,13,3,18,0,0
Danish,13,4,5,7,11
Danish,13,5,15,1,2
Danish,13,6,9,3,5
AAAAAAAAAAHHHHHH,14,1,4,6,11
AAAAAAAAAAHHHHHH,14,2,12,0,1
AAAAAAAAAAHHHHHH,14,3,10,1,3
AAAAAAAAAAHHHHHH,14,4,17,0,0
AAAAAAAAAAHHHHHH,14,5,10,0,2
AAAAAAAAAAHHHHHH,14,6,17,0,0
BBL,15,1,8,3,5
BBL,15,2,9,3,5
BBL,15,3,17,2,2
BBL,15,4,18,0,0
BBL,15,5,18,0,0
BBL,15,6,12,3,4
GoNext,16,1,16,0,0
GoNext,16,2,11,2,3
GoNext,16,3,15,0,1
GoNext,16,4,3,0,7
GoNext,16,5,13,1,2
GoNext,16,6,15,2,3
SVP Water,17,1,12,0,1
SVP Water,17,2,17,0,0
SVP Water,17,3,5,3,7
SVP Water,17,4,10,0,2
SVP Water,17,5,6,0,3
SVP Water,17,6,10,1,3
Reject Winnity,18,1,13,3,4
Reject Winnity,18,2,13,1,2
Reject Winnity,18,3,14,0,1
Reject Winnity,18,4,16,1,1
Reject Winnity,18,5,9,0,2
Reject Winnity,18,6,11,2,3
