Team,Rank,Game,Placement,Kills,Points
VG,1,1,5,3,7
VG,1,2,1,5,17
VG,1,3,7,6,9
VG,1,4,1,13,25
VG,1,5,11,1,2
VG,1,6,5,0,4
Rival Esports,2,1,3,4,11
Rival Esports,2,2,12,1,2
Rival Esports,2,3,6,2,5
Rival Esports,2,4,14,3,4
Rival Esports,2,5,3,4,11
Rival Esports,2,6,1,8,20
Annex eSports,3,1,11,0,1
Annex eSports,3,2,2,8,17
Annex eSports,3,3,19,1,1
Annex eSports,3,4,17,0,0
Annex eSports,3,5,1,14,26
Annex eSports,3,6,6,2,5
Gamblers,4,1,8,7,9
Gamblers,4,2,18,3,3
Gamblers,4,3,18,0,0
Gamblers,4,4,15,5,6
Gamblers,4,5,4,10,15
Gamblers,4,6,2,6,15
Reject Winnity,5,1,9,0,2
Reject Winnity,5,2,3,2,9
Reject Winnity,5,3,3,6,13
Reject Winnity,5,4,4,5,10
Reject Winnity,5,5,5,4,8
Reject Winnity,5,6,19,3,3
No Surrender,6,1,2,9,18
No Surrender,6,2,6,5,8
No Surrender,6,3,13,3,4
No Surrender,6,4,3,3,10
No Surrender,6,5,8,1,3
No Surrender,6,6,20,0,0
7T,7,1,16,0,0
7T,7,2,10,5,7
7T,7,3,1,8,20
7T,7,4,8,5,7
7T,7,5,7,4,7
7T,7,6,13,0,1
ENTER FORCE.36,8,1,4,10,15
ENTER FORCE.36,8,2,5,9,13
ENTER FORCE.36,8,3,20,0,0
ENTER FORCE.36,8,4,6,2,5
ENTER FORCE.36,8,5,14,3,4
ENTER FORCE.36,8,6,12,3,4
Ronin,9,1,1,5,17
Ronin,9,2,4,0,5
Ronin,9,3,17,1,1
Ronin,9,4,13,3,4
Ronin,9,5,15,2,3
Ronin,9,6,10,5,7
Danish,10,1,12,6,7
Danish,10,2,15,0,1
Danish,10,3,14,1,2
Danish,10,4,2,10,19
Danish,10,5,18,0,0
Danish,10,6,9,5,7
DOOM,11,1,10,0,2
DOOM,11,2,14,0,1
DOOM,11,3,2,7,16
DOOM,11,4,11,3,4
DOOM,11,5,12,0,1
DOOM,11,6,8,3,5
TEMPR,12,1,17,0,0
TEMPR,12,2,13,0,1
TEMPR,12,3,4,3,8
TEMPR,12,4,18,0,0
TEMPR,12,5,9,8,10
TEMPR,12,6,4,5,10
ROC,13,1,6,0,3
ROC,13,2,8,0,2
ROC,13,3,8,0,2
ROC,13,4,12,0,1
ROC,13,5,10,6,8
ROC,13,6,3,5,12
Team Nemesis,14,1,7,6,9
Team Nemesis,14,2,7,3,6
Team Nemesis,14,3,11,5,6
Team Nemesis,14,4,9,3,5
Team Nemesis,14,5,17,0,0
Team Nemesis,14,6,11,0,1
F9 Eicar,15,1,13,0,1
F9 Eicar,15,2,17,2,2
F9 Eicar,15,3,9,0,2
F9 Eicar,15,4,16,0,0
F9 Eicar,15,5,2,2,11
F9 Eicar,15,6,7,2,5
Unreal Nightmare,16,1,18,0,0
Unreal Nightmare,16,2,11,1,2
Unreal Nightmare,16,3,16,6,6
Unreal Nightmare,16,4,5,1,5
Unreal Nightmare,16,5,6,1,4
Unreal Nightmare,16,6,15,0,1
geeked vs locked,17,1,20,0,0
geeked vs locked,17,2,9,9,11
geeked vs locked,17,3,12,0,1
geeked vs locked,17,4,19,0,0
geeked vs locked,17,5,13,2,3
geeked vs locked,17,6,18,2,2
O2esports,18,1,19,0,0
O2esports,18,2,19,0,0
O2esports,18,3,10,3,5
O2esports,18,4,10,0,2
O2esports,18,5,20,1,1
O2esports,18,6,14,6,7
BBL,19,1,14,2,3
BBL,19,2,20,0,0
BBL,19,3,5,5,9
BBL,19,4,20,0,0
BBL,19,5,16,0,0
BBL,19,6,16,0,0
ICIGEKI,20,1,15,1,2
ICIGEKI,20,2,16,0,0
ICIGEKI,20,3,15,0,1
ICIGEKI,20,4,7,2,5
ICIGEKI,20,5,19,0,0
ICIGEKI,20,6,17,0,0
