Team,Rank,Game,Placement,Kills,Points
LG,1,1,1,12,24
LG,1,2,9,6,8
LG,1,3,14,1,2
LG,1,4,1,23,35
LG,1,5,8,2,4
LG,1,6,10,4,6
MPIRE,2,1,13,3,4
MPIRE,2,2,14,2,3
MPIRE,2,3,9,0,2
MPIRE,2,4,2,11,20
MPIRE,2,5,3,3,10
MPIRE,2,6,3,10,17
Virtus.pro,3,1,15,4,5
Virtus.pro,3,2,4,9,14
Virtus.pro,3,3,6,10,13
Virtus.pro,3,4,17,4,4
Virtus.pro,3,5,2,9,18
Virtus.pro,3,6,17,0,0
NOEZ FOXX,4,1,10,4,6
NOEZ FOXX,4,2,1,10,22
NOEZ FOXX,4,3,15,0,1
NOEZ FOXX,4,4,9,1,3
NOEZ FOXX,4,5,12,5,6
NOEZ FOXX,4,6,4,6,11
FaZe,5,1,17,0,0
FaZe,5,2,17,0,0
FaZe,5,3,1,4,16
FaZe,5,4,20,0,0
FaZe,5,5,6,6,9
FaZe,5,6,1,5,17
EXO Clan,6,1,18,0,0
EXO Clan,6,2,5,10,14
EXO Clan,6,3,12,7,8
EXO Clan,6,4,16,0,0
EXO Clan,6,5,10,1,3
EXO Clan,6,6,2,7,16
ShopifyRebellion,7,1,14,1,2
ShopifyRebellion,7,2,18,5,5
ShopifyRebellion,7,3,4,7,12
ShopifyRebellion,7,4,4,6,11
ShopifyRebellion,7,5,14,0,1
ShopifyRebellion,7,6,5,4,8
ARU ARMY,8,1,20,0,0
ARU ARMY,8,2,8,1,3
ARU ARMY,8,3,7,1,4
ARU ARMY,8,4,10,0,2
ARU ARMY,8,5,1,10,22
ARU ARMY,8,6,14,2,3
Team Inferno,9,1,8,7,9
Team Inferno,9,2,3,5,12
Team Inferno,9,3,5,0,4
Team Inferno,9,4,15,0,1
Team Inferno,9,5,11,1,2
Team Inferno,9,6,11,3,4
Unleash,10,1,7,0,3
Unleash,10,2,10,0,2
Unleash,10,3,2,6,15
Unleash,10,4,6,2,5
Unleash,10,5,13,2,3
Unleash,10,6,13,2,3
SBI e-Sports,11,1,9,5,7
SBI e-Sports,11,2,6,5,8
SBI e-Sports,11,3,13,3,4
SBI e-Sports,11,4,19,0,0
SBI e-Sports,11,5,16,3,3
SBI e-Sports,11,6,6,6,9
F.W.G,12,1,5,3,7
F.W.G,12,2,7,0,3
F.W.G,12,3,10,5,7
F.W.G,12,4,12,0,1
F.W.G,12,5,4,4,9
F.W.G,12,6,12,3,4
XNY,13,1,4,11,16
XNY,13,2,11,3,4
XNY,13,3,17,0,0
XNY,13,4,3,2,9
XNY,13,5,19,0,0
XNY,13,6,20,0,0
Zone Spammers,14,1,3,1,8
Zone Spammers,14,2,12,2,3
Zone Spammers,14,3,3,3,10
Zone Spammers,14,4,5,2,6
Zone Spammers,14,5,15,0,1
Zone Spammers,14,6,19,0,0
SGB,15,1,2,5,14
SGB,15,2,15,0,1
SGB,15,3,20,0,0
SGB,15,4,14,1,2
SGB,15,5,5,1,5
SGB,15,6,9,1,3
DXAEsports,16,1,11,1,2
DXAEsports,16,2,2,4,13
DXAEsports,16,3,19,0,0
DXAEsports,16,4,8,4,6
DXAEsports,16,5,18,0,0
DXAEsports,16,6,8,0,2
FLAT,17,1,6,4,7
FLAT,17,2,20,0,0
FLAT,17,3,11,4,5
FLAT,17,4,11,2,3
FLAT,17,5,7,1,4
FLAT,17,6,15,3,4
HEROEZ,18,1,12,4,5
HEROEZ,18,2,13,0,1
HEROEZ,18,3,16,3,3
HEROEZ,18,4,7,2,5
HEROEZ,18,5,17,4,4
HEROEZ,18,6,7,2,5
RTS,19,1,16,0,0
RTS,19,2,16,0,0
RTS,19,3,8,2,4
RTS,19,4,13,1,2
RTS,19,5,9,7,9
RTS,19,6,18,0,0
Legion Gaming,20,1,19,0,0
Legion Gaming,20,2,19,0,0
Legion Gaming,20,3,18,0,0
Legion Gaming,20,4,18,2,2
Legion Gaming,20,5,20,2,2
Legion Gaming,20,6,16,0,0
